name;rating;min_price;rating.quality_of_sleep;rating.location;rating.service;rating.cleanness;rating.meal;lon;lat;id
Guest House on Naberezhnaya st;0;17250;0;0;0;0;0;104.1401;51.52551;625273_101hotels
В Байкальске;9.8;2800;9.8;9.1;9.3;9.3;0;104.13995;51.52513;625280_101hotels
Комсомольская 12а;9.3;6100;9.8;9.6;9.4;9.1;0;104.13838;51.5253;625287_101hotels
На Гагарина;7.5;3000;7.4;8.1;7.2;7.4;0;104.14826;51.51687;625295_101hotels
Ski-let;0;12000;0;0;0;0;0;104.145365;51.523852;654994_101hotels
Пятница;8;3000;10;10;10;10;10;104.051;51.52840701;10642_101hotels
Вершина в Кедровом переулке;9.1;6400;9.3;9.3;9.3;8.3;0;104.05054;51.53475;14678_101hotels
Байкал Йети;9.8;2700;9.8;9.8;9.8;9.8;10;104.04765;51.538103;14680_101hotels
Надежда;9.6;2300;9.6;9.6;9.6;9.8;10;104.05731;51.54666;14682_101hotels
Федоров Двор;10;2100;9.4;9.8;9.8;10;0;104.056;51.53821281;14684_101hotels
рядом с Байкалом;8.2;15000;9.6;9.8;9.8;10;0;104.0616;51.5469422;101043_101hotels
озера Байкал;9.6;2300;9.8;10;9.8;10;10;104.06028;51.55243;101044_101hotels
Олимпийская Высота;9.5;4100;8.9;7.6;9.3;9.3;0;104.06034;51.54774;101045_101hotels
Таежное лукошко;9.4;6000;9.3;9.6;9.4;9.6;0;104.05786;51.538817;489748_101hotels
Утулицкая сказка;8.5;2000;10;10;9.3;10;9.3;104.04826;51.53926;489749_101hotels
Отдохни на Байкале;0;3000;0;0;0;0;0;104.06337;51.53938;489750_101hotels
BaikКалина;9.5;6912;9.8;9.3;9.8;10;0;104.05967;51.55108;489751_101hotels
Oduvanchikovo;9.2;1500;8.9;8.1;8.1;9.4;0;104.05975;51.53793;559439_101hotels
Байкал 38;0;1350;0;0;0;0;0;104.05975;51.53793;559443_101hotels
Дом возле озера Байкал;9.3;5500;9.6;9.1;9.3;10;0;104.06018;51.55243;559445_101hotels
Кедр;7.7;2268;8.7;7.9;8.1;8.9;0;104.05975;51.53793;559450_101hotels
Альпийский домик;0;0;0;0;0;0;0;104.05684;51.53835;625848_101hotels
Байкал Дом у реки;9.5;1600;9.4;9.8;10;10;0;104.05096;51.54861;625851_101hotels
Кругобайкальская;8.2;2200;10;10;10;10;10;104.79833;51.87696;13800_101hotels
Дом;9.3;2500;9.6;9.8;9.1;9.3;0;104.05975;51.53793;625854_101hotels
Кругобайкальский;8.5;12000;10;9.6;9.6;9.4;9.3;104.79;51.87462659;13801_101hotels
Порт Байкал;0;6000;0;0;0;0;0;104.809067;51.874894;659458_101hotels
Delight;9.8;1980;10;9.6;10;10;10;103.71455;51.65045;15019_101hotels
Юрта;9.6;1200;9.6;8.9;9.4;9.8;9.1;103.81125;51.61982;15022_101hotels
Анди;7.6;1200;0;0;0;0;0;103.677;51.66537984;15023_101hotels
Прибрежный;9.6;2200;8.7;9.3;9.4;9.8;10;103.758;51.64598676;15024_101hotels
Юпитер;8.9;2500;9.3;8.1;9.1;9.1;7.2;103.69589;51.663946;101393_101hotels
Жемчужина Сибири;0;3240;0;0;0;0;0;103.70678;51.64562;559440_101hotels
Тихая Гавань;6.8;2000;7;7.8;6.8;7.6;0;103.72987;51.65654;559442_101hotels
Слюдяная 6а;7;500;7.2;7;7.2;7.2;0;103.70173;51.64094;625733_101hotels
Комфортная 1 комнатная квартира на Байкале;7.8;1600;7.2;6.6;7.9;8.9;8.7;103.68329;51.67798;625735_101hotels
Уютная 2-х комнатная квартира на Байкале;8.9;2210;8.9;8.5;8.9;9.4;8.7;103.68308;51.67104;625759_101hotels
На Байкале Уютная Лиса;7.8;1440;9.4;9.6;8.3;8.9;0;103.69209;51.66856;642617_101hotels
Ангара-Приоритет;7.2;2900;9.1;9.6;9.6;9.1;9.3;103.83218;52.506117;8209_101hotels
ПушкинЪ;9.6;7500;10;9.8;9.8;9.8;9.8;103.89481;52.545505;9509_101hotels
Олимпиада;9.5;600;9.8;9.4;9.6;10;9.6;103.877766;52.530807;659250_101hotels
Меридиан;9.3;3000;9.4;9.3;9.4;9.6;9.4;103.8788;52.551906;7132_101hotels
Старый Замок;8.8;2100;9.3;9.1;8.7;8.7;9.6;103.83707;52.50732;8205_101hotels
Китой;8.2;3420;8.7;9.3;9.3;9.3;9.3;103.62127;52.445662;8208_101hotels
Малый отель;9.6;2500;9.8;9.6;9.8;9.8;9.8;103.86909;52.518237;2136_101hotels
Авто-Стоп;6.8;1500;8.7;8.5;8.7;9.3;8.3;103.81956;52.490875;2135_101hotels
Ангарская горка;7;4800;10;10;10;10;10;103.7315;52.43574;9400_101hotels
Как дома;7.2;600;8.1;8.9;9.3;9.3;8.7;103.85249;52.512922;14061_101hotels
Звездный;9.3;1950;9.8;9.4;9.6;9.8;9.3;103.741;52.44131245;14077_101hotels
LOFT на Горького;8.7;1500;10;10;10;10;8.7;103.901;52.5438639;485068_101hotels
Фортуна;9.4;3200;9.8;8.9;9.6;9.8;8.7;103.89923;52.52807;485067_101hotels
Angara-Prioritet Hotel;9.3;2300;8.7;9.6;8.9;9.1;0;103.83218;52.50612;559997_101hotels
на Восточной;0;0;0;0;0;0;0;103.889669;52.556038;651648_101hotels
Арбат;8.9;3390;10;10;10;10;0;103.840495;52.505911;658332_101hotels
Лукоморье;0;2890;0;0;0;0;0;103.63127;52.32881;642555_101hotels
Арго;8.1;2000;8.5;8.7;8.1;7.8;7.9;104.859606;51.857648;650200_101hotels
Элис;9.3;4500;9.6;8.5;9.4;9.6;8.7;104.874797;51.856007;625719_101hotels
Мечта Байкала;9.1;4800;8.7;9.6;9.3;9.3;8.9;104.87;51.84515796;9234_101hotels
Гавань Байкала;8.6;3300;8.9;8.7;9.3;8.9;8.7;104.88;51.85047112;660481_101hotels
Лоцман;9.3;4500;8.9;9.3;9.4;8.5;9.4;104.87817;51.84714;10557_101hotels
Подлеморье;8.9;3500;9.1;9.3;8.7;8.9;9.6;104.86205;51.85478;514670_101hotels
Малиновка Inn;9.1;2500;8.9;9.1;9.4;9.4;9.3;104.843;51.86504447;652511_101hotels
Гавань Листвянка;8.8;3500;8.7;8.7;9.1;9.1;8.7;104.881984;51.850311;659075_101hotels
Маяк;9.1;3800;9.1;9.8;9.1;9.3;9.6;104.873099;51.847351;4324_101hotels
СИБИРСКИЙ;9.3;1000;9.4;9.6;9.6;9.6;9.6;104.393;52.24673836;651714_101hotels
Флагман Листвянка;9.1;4000;9.1;8.9;8.9;8.9;9.1;104.829459;51.896418;10564_101hotels
Даурия;9.4;4500;9.3;9.3;9.4;9.4;9.8;104.8632;51.85970043;10553_101hotels
Ундина;9;7200;9.4;9.6;9.1;9.6;8.7;104.86028;51.856647;610848_101hotels
Байкальские матрешки;8.2;4000;8.7;9.6;9.6;10;10;104.8647;51.858639;658131_101hotels
Прибайкальская;8.2;2200;9.4;8.7;9.1;9.3;8.7;104.818;51.90408784;2270_101hotels
Байкальские Сезоны;9.1;11610;9.4;9.6;9.3;9.4;10;104.80556;51.90666;33872_101hotels
Cозвездие Байкала;9.4;6000;9.4;8.9;9.4;9.4;9.4;104.8873;51.84408521;15486_101hotels
Байкальская Тайга;9.6;5200;9.8;9.4;9.8;10;10;104.877;51.860919;422965_101hotels
Baikal Holiday;8.7;6000;10;10;10;10;10;105.408657;52.045967;665625_101hotels
Избушка;7.2;714;8.7;8.7;8.7;8.7;8.7;104.3212;52.466551;17152_101hotels
Анастасия;9.3;4900;9.8;9.8;9.8;9.8;10;104.82547;51.89186;219_101hotels
Легенда Байкала;8.7;3500;8.7;9.3;8.7;9.1;8.9;104.82855;51.872861;9142_101hotels
Станица;9.3;3400;8.9;8.9;9.1;9.3;7.9;105.41;52.03910857;11152_101hotels
Мини отель;7.6;200;8.7;8.7;8.7;8.7;8.7;104.3835;52.449054;378615_101hotels
и сауна на Байкале;9.1;15000;9.3;9.3;8.9;8.9;8.7;104.8219;51.89328;71398_101hotels
Дом Творчества Байкал;8.2;3200;9.6;9.1;9.6;9.6;9.1;104.83229;51.888094;10532_101hotels
Байкальская подкова;8;0;8.7;9.1;9.1;9.1;8.7;105.412;52.03910329;11155_101hotels
Aleksandrovskyy Dvor Guest House;0;8100;0;0;0;0;0;104.19433;52.40257;642404_101hotels
Ангарские Хутора;9.5;2500;9.1;8.7;9.4;9.6;0;104.7874;51.92705;80101_101hotels
Ёлочка;8.9;2500;8.5;9.4;9.4;9.3;8.7;104.870539;51.851351;10535_101hotels
Анна;9.2;5000;8.9;9.3;8.9;9.1;0;105.407;52.03544331;11159_101hotels
Никола;9.1;5100;9.3;8.9;9.3;9.4;9.1;104.82523;51.89227684;411742_101hotels
Альпийский;9.3;22000;10;9.1;9.8;10;0;104.88797;51.85493;10536_101hotels
Домашняя;6.7;4200;8.7;9.4;7.2;7.8;0;105.40158;52.02728;11165_101hotels
Байкальский дворик;0;0;0;0;0;0;0;104.82711;51.89244;559419_101hotels
Байкал 1;8.9;5200;9.4;8.9;8.5;7.6;0;104.86006;51.85697;10541_101hotels
Фактория;9.1;1500;8.9;8.7;9.1;9.3;9.4;105.435;52.04367348;11167_101hotels
Звезда;8.4;4500;9.3;9.6;9.1;10;0;104.61344;52.04998;610260_101hotels
Байкальские просторы;8.7;2200;8.1;8.7;8.3;8.5;8.3;104.8741;51.85498;10543_101hotels
Байкал;8.2;1800;8.7;7.9;9.3;9.3;8.7;105.405625;52.043877;11168_101hotels
Листвяночка;0;4400;0;0;0;0;0;104.83036;51.88648;610282_101hotels
Байкальский Покой;8.8;0;8.7;9.4;8.7;7.9;0;104.83327;51.86838;10547_101hotels
Жемчужина Байкала;8.9;5000;10;10;10;10;10;105.315345;51.987436;11169_101hotels
Долма;0;0;0;0;0;0;0;104.81;51.90145941;663648_101hotels
Берег Байкала;9.3;1870;8.9;9.4;8.7;9.1;7.2;104.86214;51.85553;10548_101hotels
Русское Подворье;9.3;1600;8.7;8.5;9.1;9.3;8.7;105.40833;52.04336;11170_101hotels
Бодрый Медведь;9.3;9000;8.5;9.4;9.4;9.4;9.6;104.8794;51.848021;10550_101hotels
Байкал;8.7;6000;9.6;7.8;9.1;9.1;0;105.4053375;52.0426199;105594_101hotels
Бриз;9.4;3000;8.5;9.4;8.5;8.5;10;104.882958;51.851392;10551_101hotels
Большое Голоустное;8.7;2200;8.7;8.9;8.7;8.9;8.7;105.4052;52.02854143;105607_101hotels
Эдем;7.8;6500;0;0;0;0;0;104.873;51.85503653;10552_101hotels
У Михалыча;9.4;1500;9.4;9.8;9.4;9.4;10;105.39699;52.027152;462238_101hotels
Девятый Вал;7.8;1450;8.7;9.1;7.8;8.7;7.8;104.871791;51.852234;10554_101hotels
У Зои;7.6;0;8.7;8.7;8.7;8.7;8.7;105.40534;52.04262;485505_101hotels
Байкальская история;8.9;50000;0;0;0;0;0;104.866;51.86391545;10555_101hotels
Талисман;8.9;2700;8.7;9.8;9.3;8.5;7.2;105.40845;52.042211;512313_101hotels
Крестовая Падь;9.3;6500;9.1;9.4;9.3;9.1;9.6;104.859;51.85792878;10556_101hotels
Иден-Гол Байкал;9.1;8000;8.7;9.8;8.5;9.1;0;105.40521;52.02669;559405_101hotels
Малина;8.5;6000;10;10;10;10;10;104.845;51.86429931;10559_101hotels
Baikal_ice_house;0;6300;0;0;0;0;0;105.40525;52.04589;610218_101hotels
Мандарин;7.6;3000;8.7;10;10;10;10;104.874;51.85628573;10560_101hotels
Heart of Baikal;9.6;2950;9.1;8.9;9.1;9.1;0;105.41255;52.04203;610230_101hotels
Прибой;9.3;5500;9.3;9.8;9.3;9.4;9.8;104.87509;51.84567;10562_101hotels
Дом на Байкале;0;0;0;0;0;0;0;105.40572;52.0281;610257_101hotels
Русский Дом;9.6;4800;9.6;9.8;9.6;9.6;10;104.87715;51.84499;10563_101hotels
Наран;8.2;3657.5;8.9;9.1;9.4;9.3;0;105.41038;52.04016;610262_101hotels
У озера;9.6;6000;9.3;9.8;8.7;8.7;10;104.84486;51.86433;10565_101hotels
Наран;9.6;1620;9.6;9.3;9.3;9.3;0;105.41118;52.04095;610283_101hotels
Демидова;9.3;3400;9.8;9.8;9.6;9.8;10;104.86247;51.85531;10566_101hotels
Подкова;0;7650;0;0;0;0;0;105.40571;52.02841;610303_101hotels
Листвянка;8.3;2700;10;10;9.3;9.3;10;104.88226;51.85078;10567_101hotels
У Михалыча;8;1000;8.9;9.1;8.7;8.5;8.7;105.40739;52.0501;610309_101hotels
Белка;9.3;800;9.4;8.9;9.4;9.4;9.3;104.87673;51.859815;14083_101hotels
Купеческий;9.3;3000;9.6;9.1;9.4;9.8;9.6;105.413642;52.045518;653072_101hotels
Натали;9.4;2900;9.6;9.4;9.6;9.6;0;104.87746;51.86092;14084_101hotels
Никола;8.2;2000;0;10;0;8.7;10;104.82905;51.896807;14085_101hotels
Островского 11;9.3;4800;9.6;9.1;9.6;9.6;8.7;104.86481;51.855772;15488_101hotels
Байкал Хан Листвянка;9.4;6204.25;9.4;9.6;9.4;9.4;10;104.878426;51.846183;15490_101hotels
Обитаемый Остров;8.2;1200;9.3;8.9;9.3;8.9;9.1;104.86;51.85929815;15493_101hotels
Никола;8.6;8000;7.8;7.6;7.6;5.7;5.9;104.83;51.89630119;15688_101hotels
Домики туриста;9.8;0;9.8;8.7;9.8;9.8;0;104.86455;51.8619;15691_101hotels
BAIKAL CEDAR;9.4;4500;9.6;9.6;9.6;9.3;9.3;104.87759;51.84501;189355_101hotels
Тайга;9.4;3600;9.8;8.9;9.6;9.8;9.3;104.86787;51.86659;339635_101hotels
Арабеска;8.9;2000;9.1;9.1;9.3;9.1;9.6;104.84182;51.8764;397897_101hotels
На ул. Горького;8.2;1600;8.9;9.6;8.7;8.9;9.6;104.8579;51.857138;397898_101hotels
Артский;8.1;2200;8.1;9.4;7.6;8.1;10;104.85914;51.85746;412619_101hotels
Теплый стан на Куликова;9.2;0;9.6;9.3;9.6;9.3;8.7;104.86392;51.86072;422597_101hotels
Елисей;8;3200;8.3;7.8;7.9;7.9;8.7;104.80122;51.9300468;422963_101hotels
Восторг;8.4;0;8.9;9.6;9.3;9.1;7.2;104.82;51.88614534;422964_101hotels
Семейный дом;9.3;4000;9.6;9.4;9.6;9.6;10;104.8824225;51.8498348;422968_101hotels
Дом на Байкале;7.6;0;0;0;0;0;0;104.8645473;51.861898;422969_101hotels
Синильга;9;3300;8.9;8.9;8.7;10;0;104.8658;51.85649;487009_101hotels
Байкал;8.9;700;9.3;8.5;9.1;8.7;8.7;104.86486;51.85948;490113_101hotels
Чайка Джонатан;0;4500;0;0;0;0;0;104.88712;51.84475;490118_101hotels
Альяна;8.1;3000;9.3;8.1;7.9;9.4;0;104.83014;51.86971;490119_101hotels
Долина Мечтателей Glamping и Снежный Отель;9.8;8500;9.8;9.6;9.6;9.8;10;104.869919;51.871947;514183_101hotels
Лаус;9.1;4200;9.6;8.9;9.4;9.1;9.3;104.83185;51.87613;514184_101hotels
Маячок;9.6;4200;9.6;9.8;9.6;9.6;10;104.873054;51.847724;514185_101hotels
26, Baikal Hill Residence;9.3;9025;10;8.9;10;9.4;0;104.86261;51.86098;514661_101hotels
16, Baikal Hill;8.5;7900;9.3;7.6;9.1;9.6;0;104.86198;51.86027;514662_101hotels
Baikal Hill;9.8;9300;9.6;10;10;9.6;0;104.861987;51.860424;514663_101hotels
У Ольги на Байкале;9.4;3200;9.4;9.4;9.4;9.6;10;104.8632;51.85633;514666_101hotels
На Академической;8.8;0;9.3;8.1;8.9;9.4;0;104.83335;51.86922;514667_101hotels
На Ангарской;8.9;7000;0;0;0;0;0;104.4114;52.22661689;78946_101hotels
На Байкале;9.4;10800;9.8;9.8;9.8;9.8;10;104.86181;51.85995;514668_101hotels
PILOT;0;2500;0;0;0;0;0;104.1276164;52.2560177;79455_101hotels
Отдых по-домашнему;9;4165;9.8;9.4;9.3;9.3;0;104.83913;51.86942;514671_101hotels
Алания;7.4;2500;7.2;6.8;6.8;7.6;0;104.84141;51.86537;559426_101hotels
Байкал;8.9;19099;0;0;0;0;0;104.3801;52.162013;80278_101hotels
Аренда жилья Baikal Sky;8.3;2000;8.7;9.3;7.9;8.9;0;104.8807;51.84252;559431_101hotels
КомфортХауз;9.3;2550;9.4;9.4;8.7;9.1;10;104.88016;51.848001;559441_101hotels
Недорогое жилье;7.4;2500;6.8;7.8;7.6;7.8;0;104.86284;51.85969;559448_101hotels
Парус;7.7;3300;7.8;9.1;7.6;7.8;8.7;104.87503;51.84615;559453_101hotels
Усадьба Еремеевых;9.6;4200;9.3;9.6;9.8;9.6;0;104.86522;51.862173;559457_101hotels
Байкал;8.7;2000;9.1;9.4;8.9;9.4;0;104.87368;51.85489;625700_101hotels
Коттедж;9.8;10500;10;9.8;9.6;9.6;0;104.865661;51.856219;625712_101hotels
Forest trail;0;2160;0;0;0;0;0;104.88895;51.85529;625727_101hotels
На Островского 37/1;9.5;5000;9.8;9.4;10;10;0;104.86729;51.85924;625783_101hotels
Байкал;0;2250;0;0;0;0;0;104.85936;51.85717;625786_101hotels
Дом на Байкале;9.1;2750;8.7;7;8.9;10;0;104.87638;51.85921;625790_101hotels
Дом у леса;8;0;9.1;9.4;8.7;9.4;0;104.8734;51.85558;625794_101hotels
СССР;0;4000;0;0;0;0;0;104.8774;51.84534;625807_101hotels
Байкал-Интурист;9.8;5500;10;8.9;9.6;9.6;0;104.83985;51.86979;642746_101hotels
Шале Листвянка;9.3;2900;9.6;9.4;9.8;9.8;9.6;104.882496;51.850623;652826_101hotels
Аквамарин;0;15000;0;0;0;0;0;104.878777;51.86251;653591_101hotels
Смайл Хоум;0;18000;0;0;0;0;0;104.865446;51.856747;656152_101hotels
Любава;7.2;4000;8.7;8.7;8.7;8.7;7.2;104.8296;51.88509184;661566_101hotels
Лесная 7;8.9;1400;8.5;9.1;8.5;8.7;8.7;105.07115;51.90475312;64584_101hotels
Уютный Чешир;9.1;2400;9.3;9.3;7.9;9.1;10;105.07512;51.90711772;64585_101hotels
Дом для семейного отдыха;7.8;9000;0;10;8.7;8.7;8.7;104.83278;51.87779;625249_101hotels
Байкал 21;9.4;5000;8.7;9.3;9.3;9.3;9.6;104.50942;52.18713;2157_101hotels
Бурдугуз;9.3;13900;9.3;9.3;9.1;8.9;9.4;104.602221;52.057049;3490_101hotels
Картакой;8.9;2000;10;10;10;10;10;104.42331;52.126418;485315_101hotels
Рыцарский Двор;8;4000;8.3;9.1;8.5;8.5;10;104.44698;52.24022;13150_101hotels
Электра;9.3;5700;9.1;9.6;9.1;9.3;8.9;104.6332;52.030362;14064_101hotels
В Миловидах;0;1000;0;0;0;0;0;104.42327;52.27631;629934_101hotels
Светлый;0;0;0;0;0;0;0;104.361949;52.260537;663655_101hotels
Байкальский край;5.6;6000;9.8;8.5;9.8;10;10;104.87728;51.86039;514669_101hotels
Лесная;7.4;6900;10;10;10;10;10;102.75691;57.962435;9390_101hotels
Русь;8.4;2600;8.9;8.7;8.7;9.3;8.7;102.719;57.96043974;9393_101hotels
Усть-Илим;8.3;2200;8.5;8.7;8.3;8.5;8.7;102.74825;57.95591;9394_101hotels
На Дружбы народов;7;2500;8.7;7.9;7.8;8.7;0;102.742071;57.946435;489758_101hotels
FORTUNA;9;4800;9.4;8.7;9.1;9.1;0;102.739672;57.943727;632305_101hotels
Флагман;8.5;4000;;10;8;8;;105.74673;56.77922;9081483_ostrovok
Квартира Кирова 36/2;9.3;3547;;9;10;9;;105.734215;56.7788;11178077_ostrovok
Квартира Коммунистическая 5;;3121;;;;;;105.78916;56.7896;11178084_ostrovok
Квартира Пушкина 111;;2401;;;;;;105.80771;56.80646;11178081_ostrovok
Квартира Key Apartments1;;4256;;;;;;105.77968;56.793224;11178076_ostrovok
Квартира Кирова 36;;3285;;;;;;105.73504;56.77902;11178079_ostrovok
Квартира Кирова 36/2;;3121;;;;;;105.734215;56.7788;11178075_ostrovok
Квартира Кирова 36/2;;3121;;;;;;105.734215;56.7788;11178083_ostrovok
Квартира Кирова 32;;3547;;;;;;105.73594;56.77849;11178082_ostrovok
Квартира Речников 5;;3121;;;;;;105.77773;56.794205;11178074_ostrovok
Квартира в Шелехове 13;9.4;1892;;9;10;9;;104.053345;52.205177;10477118_ostrovok
Квартира в Шелехове 11;;1613;;;;;;104.06625;52.21057;10272519_ostrovok
Квартира в Шелехове;8.8;2400;;6;9.5;9.5;;104.052864;52.205425;10152880_ostrovok
Апартаменты В Шелехове 2;;1991;;;;;;104.05464;52.208946;10199216_ostrovok
Квартира в Шелехове 10;9.8;1862;;10;10;9;;104.103645;52.21495;10830013_ostrovok
Квартира в Шелехове 4;;2190;;;;;;104.09471;52.2121;10159544_ostrovok
Квартира в Шелехове 10;;1613;;;;;;104.09776;52.2143;10272510_ostrovok
Апартаменты В Шелехове;;1702;;;;;;104.09843;52.214397;11195582_ostrovok
Квартира в Шелехове 6;3.8;2190;;7;1;1;;104.092995;52.2133;10199094_ostrovok
Апартаменты в Шелехове 8;4;1439;;1;2;1;;104.098785;52.21447;10272511_ostrovok
Квартира в Шелехове 12;;1693;;;;;;104.05915;52.209404;10272508_ostrovok
Апартаменты в Шелехове 14;;1702;;;;;;104.097786;52.21432;11159047_ostrovok
Квартира в Шелехове 5;;1593;;;;;;104.059654;52.211945;10218483_ostrovok
Зима на улице Садовая 1;9.6;2191;;10;10;9;;102.056015;53.926937;10490004_ostrovok
Зима на улице Куйбышева 83;;2062;;;;;;102.06449;53.928448;10490006_ostrovok
Зима на улице Красный Строитель;;2051;;;;;;102.06137;53.9273;10490007_ostrovok
Зима на улице Куйбышева 94;;1933;;;;;;102.0667;53.92714;10490008_ostrovok
Зима на улице Орджоникидзе;;2123;;;;;;102.06617;53.925842;10490003_ostrovok
Зима на улице Лазо;9.6;2373;;10;10;10;;102.049385;53.931217;10490005_ostrovok
Ангара Отель;8.555263158;3750;;9.666666667;8.675438596;8.587719298;8.197368421;104.28244;52.287533;7806182_ostrovok
Отель Тайга;9.320689655;5200;;9.206896552;9.551724138;9.5;9.240740741;104.26984;52.288013;9767827_ostrovok
Отель History Boutique Hotel & SPA;9.14;14850;;8.9;8.75;9.55;9.625;104.29095;52.27124;9741097_ostrovok
Irkutsk City Center;8.9;6400;;9.3;9.24;9.38;9.2;104.27297;52.28786;7831938_ostrovok
Гостиница Виктория;9.187301587;4800;;9.547826087;9.330434783;9.191304348;9.245098039;104.28748;52.283413;8457230_ostrovok
Отель Иркут;9.102247191;2788;;9.397727273;9.193181818;9.079545455;9.75;104.28529;52.288887;8348721_ostrovok
Отель Baikal Forest;8.301333333;6500;;8.786666667;8.12;8.933333333;7.558139535;104.30523;52.275658;9825031_ostrovok
Отель Фрегат;9.071621622;1290;;8.333333333;8.907407407;9.277777778;6.909090909;104.32735;52.25347;8010878_ostrovok
Гостевой Дом Хейвица;9.55862069;3500;;9.724137931;9.586206897;9.793103448;8.166666667;104.297844;52.285812;11169967_ostrovok
Отель Очагоф;8.32244898;4300;;7.525;8.475;8.2;8.961538462;104.29798;52.26298;8685974_ostrovok
Отель Armat;9.075;5000;;9;9.25;9.53125;7.807692308;104.34678;52.256546;8755884_ostrovok
Отель Централь;9.506349206;5250;;9.73015873;9.587301587;9.650793651;9.542372881;104.285164;52.286655;8748836_ostrovok
Отель Marx Hotel;8.288888889;4475;;9.388888889;8.611111111;8.333333333;7.733333333;104.28479;52.282627;8662194_ostrovok
Мини- отель Аврора;8.247297297;2116;;8.685714286;8.314285714;8.485714286;6.916666667;104.294655;52.28808;6583830_ostrovok
Отель Иркутск;7.851428571;4400;;9.095238095;7.714285714;8.142857143;7.384615385;104.273735;52.282124;7819551_ostrovok
Мини-отель Гостиный дворик;9.178431373;2700;;8.254901961;9.470588235;9.509803922;8.833333333;104.26262;52.265556;10040395_ostrovok
Отель North Star;9.06;5500;;9.84;8.72;9.2;9.083333333;104.28755;52.275555;10670964_ostrovok
Гостиничный Комплекс Русь;8.610344828;3600;;8.973684211;8.5;8.605263158;7.84375;104.27928;52.284325;7774831_ostrovok
Хостел Rolling Stones;8.781651376;620;;9.513761468;8.743119266;8.440366972;8.357142857;104.28601;52.283623;8745570_ostrovok
Отель Аристократ;8.963333333;1700;;9.4;9.033333333;9.233333333;8.48;104.281876;52.281384;8745188_ostrovok
Отель Baikal Archi Apt;9.667741935;4268;;9.774193548;9.758064516;9.806451613;9.4;104.28382;52.288887;10211904_ostrovok
Апартаменты в центре Иркутска;9.832692308;4082;;9.826923077;9.826923077;9.923076923;9.833333333;104.27709;52.28573;9995434_ostrovok
Апарт-отель Rooms Apartments;9.25;2900;;9.450980392;9.078431373;9.284313725;9.272727273;104.293526;52.288895;9992652_ostrovok
Квартира Irkroom;9.636538462;3780;;9.75;9.5;9.692307692;10;104.282814;52.28979;10151543_ostrovok
Мини-отель 130Hotel;8.702857143;3500;;8.942857143;8.942857143;9.085714286;8.105263158;104.29015;52.276436;9209242_ostrovok
Отель Доходный дом Листратовой;8.6359375;3553;;8.890625;8.9375;8.984375;8.34;104.29269;52.277744;9024017_ostrovok
Апартаменты Матисс;9.571428571;3346;;9.214285714;9.785714286;9.357142857;9.25;104.32396;52.281776;10160028_ostrovok
Апартаменты ApartLuxIrkutsk Центр;9.206;2300;;9.34;9.28;8.76;9;104.29746;52.289284;10010642_ostrovok
Мини-отель Альбатрос;7.788461538;2376;;8.115384615;8.269230769;7.576923077;7.444444444;104.3539;52.261826;6481029_ostrovok
Квартиры YES! ROSE Studio in Center;9.488888889;3980;;9.388888889;9.222222222;9.555555556;8;104.271126;52.28859;10014157_ostrovok
Квартира в ЖК Семья бизнес-класса на Пискунова 138-66 КакДома;9.9;2280;;10;9.833333333;10;10;104.33486;52.272205;10457669_ostrovok
Гостевой дом в Иркутске;9.306060606;1425;;8.939393939;9.545454545;9.363636364;8.666666667;104.30125;52.263927;9993445_ostrovok
Апартаменты Cozy Stay;9.9;3135;;9.631578947;9.947368421;9.947368421;10;104.30319;52.26974;9999087_ostrovok
Апартаменты Lovely Bali Studio;8.788888889;3122;;8.555555556;8.777777778;8.666666667;5.5;104.33152;52.284557;10199197_ostrovok
Мини-Отель Добрый Кот;9.272916667;697;;9.083333333;9.333333333;9.30952381;8.8;104.25219;52.283913;7776570_ostrovok
Апартаменты Стрижи на Култукской;9.84;3061;;9.533333333;9.866666667;10;9.6;104.32468;52.2835;10210998_ostrovok
Квартира в ЖК Семья бизнес-класса на Пискунова 138-131 КакДома;9.8125;2270;;9.4375;9.6875;10;10;104.33486;52.272205;10457627_ostrovok
Отель География;9.273913043;6938;;9.753623188;9.275362319;9.333333333;9.269230769;104.28891;52.2741;9990241_ostrovok
Апартаменты Советская;9.475510204;1880;;9.591836735;9.571428571;9.571428571;8.625;104.315994;52.27818;9992242_ostrovok
Апартаменты HOROMY с дизайнерским ремонтом и потрясающим видом;9.25;3961;;9;10;10;;104.30125;52.26114;11193100_ostrovok
Бутик-отель Marussia;8.507142857;5800;;9.666666667;8.333333333;8.222222222;9;104.28856;52.27511;8059343_ostrovok
Отель Business Hall;8.343333333;3200;;8.966666667;8.433333333;8.133333333;8.095238095;104.27683;52.282608;8735100_ostrovok
Квартира на Аэропорте;9.472727273;2365;;9.318181818;9.5;9.636363636;;104.338036;52.269367;10515689_ostrovok
Апартаменты  Home Hotel Панорама;10;2592;;10;10;10;;104.34172;52.266663;10017288_ostrovok
Апартаменты Baikal Atmosphere;9.95;3160;;9.75;10;10;10;104.34383;52.26534;10212807_ostrovok
Апартаменты Home Hotel Шоколад;9.3;2646;;9.1875;9.1875;9.1875;10;104.336876;52.27141;10002901_ostrovok
Отель Байкал Бизнес Центр;8.462162162;6000;;8.235294118;9.058823529;8.882352941;8.545454545;104.35341;52.257786;7827545_ostrovok
